ID,Type,TypeNo,ParaNo,ParaFormat,AR,UR,ARSIMPLE,satatus
693,1,103,5.0,2,اَلَاۤ اِنَّ لِكُلِّ دَمٍ ثَآئِرًا، وَ لِكُلِّ حَقٍّ طَالِبًا، وَ اِنَّ الثَّـآئِرَ فِیْ دِمَآئِنَا كَالْحَاكِمِ فِیْ حَقِّ نَفْسِهٖ، وَ هُوَ اللهُ الَّذِیْ لَا یُعْجِزُهٗ مَنْ طَلَبَ، وَ لَا یَفُوْتُهٗ مَنْ هَرَبَ.,تمہیں معلوم ہونا چاہیے کہ ہر خون کا کوئی قصاص لینے والا اور ہر حق کا کوئی طلب کرنے والا بھی ہوتا ہے اور ہمارے خون کا قصاص لینے والا اس حاکم کے مانند ہے جو اپنے ہی حق کے بارے میں فیصلہ کرے اور وہ اللہ ہے کہ جسے وہ تلاش کرے وہ اسے بے بس نہیں بنا سکتا اور جو بھاگنے کی کوشش کرے وہ اس کے ہاتھوں سے بچ کر نہیں نکل سکتا۔,الا ان لكل دم ثائرا، و لكل حق طالبا، و ان الثـائر فی دمائنا كالحاكم فی حق نفسه، و هو الله الذی لا یعجزه من طلب، و لا یفوته من هرب.,
694,1,103,6.0,2,فَاُقْسِمُ بِاللهِ یَا بَنِیْۤ اُمَیَّةَ! عَمَّا قَلِیْلٍ لَتَعْرِفُنَّهَا فِیْۤ اَیْدِیْ غَیْرِكُمْ وَ فِیْ دَارِ عَدُوِّكُمْ! اَلَا اِنَّ اَبْصَرَ الْاَبْصَارِ مَا نَفَذَ فِی الْخَیْرِ طَرْفُهٗ! اَلَا اِنَّ اَسْمَعَ الْاَسْمَاعِ مَا وَعَی التَّذْكِیْرَ وَ قَبِلَهٗ.,اے بنی امیہ! میں اللہ کی قسم کھا کر کہتا ہوں کہ جلد ہی تم اپنی دنیا (اور اس کی ثروتوں کو) دوسروں کے ہاتھوں اور دشمنوں کے گھروں میں دیکھو گے۔ سب آنکھوں سے زیادہ دیکھنے والی وہ آنکھ ہے جس کی نظر نیکیوں میں اتر جائے اور سب کانوں سے بڑھ کر سننے والا وہ کان ہے کہ جو نصیحت کی باتیں سنے اور انہیں قبول کرے۔,فاقسم بالله یا بنی امیة! عما قلیل لتعرفنها فی ایدی غیركم و فی دار عدوكم! الا ان ابصر الابصار ما نفذ فی الخیر طرفه! الا ان اسمع الاسماع ما وعی التذكیر و قبله.,
695,1,103,7.0,2,اَیُّهَا النَّاسُ! اسْتَصْبِحُوْا مِنْ شُعْلَةِ مِصْبَاحِ وَّاعِظٍ مُّتَّعِظٍ، وَ امْتَاحُوْا مِنْ صَفْوِ عَیْنٍ قَدْ رُوِّقَتْ مِنَ الْكَدَرِ.,اے لوگو! واعظ با عمل کے چراغ (ہدایت) کی لو سے اپنے چراغ روشن کر لو اور اس صاف و شفاف چشمہ سے پانی بھر لو جو (شبہات کی) آمیزشوں اور کُدورتوں سے نتھر چکا ہے۔,ایها الناس! استصبحوا من شعلة مصباح واعظ متعظ، و امتاحوا من صفو عین قد روقت من الكدر.,
696,1,103,8.0,2,عِبَادَ اللهِ! لَا تَرْكَنُوْۤا اِلٰی جَهَالَتِكُمْ، وَ لَا تَنْقَادُوْا لِاَهْوَآئِكُمْ، فَاِنَّ النَّازِلَ بِهٰذَا الْمَنْزِلِ نَازِلٌۢ بِشَفَا جُرُفٍ هَارٍ، یَنْقُلُ الرَّدٰی عَلٰی ظَهْرِهٖ مِنْ مَّوْضِعٍ اِلٰی مَوْضِعٍ، لِرَاْیٍ یُّحْدِثُهٗ بَعْدَ رَاْیٍ، یُرِیْدُ اَنْ یُّلْصِقَ مَا لَا یَلْتَصِقُ، وَ یُقَرِّبَ مَا لَا یَتَقَارَبُ! فَاللهَ اللهَ! اَنْ تَشْكُوْا اِلٰی مَنْ لَا یُشْكِیْ شَجْوَكُمْ، وَ لَا یَنْقُضُ بِرَاْیِهٖ مَا قَدْ اُبْرِمَ لَكُمْ.,اے اللہ کے بندو! اپنی جہالتوں کی طرف نہ مڑو اور نہ اپنی خواہشوں کے تابع ہو جاؤ۔ اس لئے کہ خواہشوں کی منزل میں اترنے والا ایسا ہے جیسے کوئی سیلاب زدہ دیوار کے کنارے پر کھڑا ہو کہ جو گرا چاہتی ہو، وہ ہلاکتوں کا پلندہ اپنی پیٹھ پر اٹھائے کبھی اس کندھے پر رکھتا ہے کبھی اس کندھے پر۔ اپنی ان رایوں کی صورت میں جنہیں وہ بدلتا رہتا ہے اور یہ چاہتا ہے کہ اس پر (کوئی دلیل) چسپاں کرے مگر جو چپکنے والی نہیں ہوتی اور اسے (ذہنوں سے) قریب کرنا چاہتا ہے جو قریب ہونے کے قابل نہیں۔ اللہ سے ڈرو کہ تم اپنی شکایتیں اس شخص کے سامنے لے کر بیٹھ جاؤ کہ جو (تمہاری خواہشوں کے مطابق) تمہارے شکووں کے قلق کو دور نہیں کرے گا اور نہ شریعت کے محکم و مضبوط احکام کو توڑے گا۔,عباد الله! لا تركنوا الی جهالتكم، و لا تنقادوا لاهوائكم، فان النازل بهذا المنزل نازل بشفا جرف هار، ینقل الردی علی ظهره من موضع الی موضع، لرای یحدثه بعد رای، یرید ان یلصق ما لا یلتصق، و یقرب ما لا یتقارب! فالله الله! ان تشكوا الی من لا یشكی شجوكم، و لا ینقض برایه ما قد ابرم لكم.,
697,1,103,9.0,2,اِنَّهٗ لَیسَ عَلَی الْاَمَامِ اِلَّا مَا حُمِّلَ مِنْ اَمْرِ رَبِّهِ: الْاِبْلَاغُ فِی الْمَوْعِظَةِ، وَ الْاِجْتِهَادُ فِی النَّصِیْحَةِ، وَ الْاِحْیَآءُ لِلسُّنَّةِ، وَ اِقَامَةُ الْحُدُوْدِ عَلٰی مُسْتَحِقِّیْهَا، وَ اِصْدَارُ السُّهْمَانِ عَلٰۤی اَهْلِهَا.,امام کا فرض تو بس یہ ہے کہ جو کام اسے اپنے پروردگار کی طرف سے سپرد ہوا ہے (اسے انجام دے) اور وہ یہ ہے کہ پند و نصیحت کی باتیں ان تک پہنچائے، سمجھانے بجھانے میں پوری پوری کوشش کرے، سنت کو زندہ رکھے اور جن پر حد لگنا ہے ان پر حد جاری کرے اور (غصب کئے ہوئے) حصوں کو ان کے اصلی وارثوں تک پہنچائے۔,انه لیس علی الامام الا ما حمل من امر ربه: الابلاغ فی الموعظة، و الاجتهاد فی النصیحة، و الاحیاء للسنة، و اقامة الحدود علی مستحقیها، و اصدار السهمان علی اهلها.,
698,1,103,10.0,2,فَبَادِرُوا الْعِلْمَ مِنْ قَبْلِ تَصْوِیْحِ نَبْتِهٖ، وَ مِنْ قَبْلِ اَنْ تُشْغَلُوْا بِاَنْفُسِكُمْ عَنْ مُّسْتَثَارِ الْعِلْمِ مِنْ عِنْدِ اَهْلِهٖ، وَانْهَوْا عَنِ الْمُنْكَرِ وَ تَنَاهَوْا عَنْهُ، فَاِنَّمَا اُمِرْتُمْ بِالنَّهْیِ بَعْدَ التَّنَاهِیْ!.,تمہیں چاہیے کہ علم کی طرف بڑھو قبل اس کے کہ اس کا (ہرا بھرا) سبزہ خشک ہو جائے اور قبل اس کے کہ اہل علم سے علم سیکھنے میں اپنے ہی نفس کی مصروفیتیں حائل ہو جائیں۔ دوسروں کو برائیوں سے روکو اور خود بھی رکے رہو۔ اس لئے کہ تمہیں برائیوں سے رکنے کا حکم پہلے ہے اور دوسروں کو روکنے کا بعد میں ہے۔,فبادروا العلم من قبل تصویح نبته، و من قبل ان تشغلوا بانفسكم عن مستثار العلم من عند اهله، وانهوا عن المنكر و تناهوا عنه، فانما امرتم بالنهی بعد التناهی!.,
699,1,103,11.0,4,-----٭٭-----,--٭٭--,----------,
700,1,104,1.0,1,(١٠٤) وَ مِنْ خُطْبَةٍ لَّهٗ عَلَیْهِ السَّلَامُ,خطبہ (۱۰۴),(١٠٤) و من خطبة له علیه السلام,
701,1,104,2.0,2,اَلْحَمْدُ لِلّٰهِ الَّذِیْ شَرَعَ الْاِسْلَامَ فَسَهَّلَ شَرَآئِعَهٗ لِمَنْ وَرَدَهٗ، وَ اَعَزَّ اَرْكَانَهٗ عَلٰی مَنْ غَالَبَهٗ، فَجَعَلَهٗۤ اَمْنًا لِّمَنْ عَلِقَهٗ، وَ سِلْمًا لِّمَنْ دَخَلَهٗ، وَ بُرْهَانًا لِّمَنْ تَكَلَّمَ بِهٖ، وَ شَاهِدًا لِّمَنْ خَاصَمَ بِهٖ، وَ نُوْرًا لِّمَنِ اسْتَضَآءَ بِهٖ، وَ فَهْمًا لِّمَنْ عَقَلَ، وَ لُبًّا لِّمَنْ تَدَبَّرَ، وَ اٰیَةً لِّمَنْ تَوَسَّمَ، وَ تَبْصِرَةً لِّمَنْ عَزَمَ، وَ عِبْرَةً لِّمَنِ اتَّعَظَ، وَ نَجَاةً لِّمَنْ صَدَّقَ، وَ ثِقَةً لِّمَنْ تَوَكَّلَ، وَ رَاحَةً لِّمَنْ فَوَّضَ، وَ جُنَّةً لِّمَنْ صَبَرَ.,تمام حمد اس اللہ کیلئے ہے کہ جس نے شریعت اسلام کو جاری کیا اور اس کے (سر چشمہ) ہدایت پر اترنے والوں کیلئے اس کے قوانین کو آسان کیا اور اس کے ارکان کو حریف کے مقابلے میں غلبہ و سرفرازی دی۔ چنانچہ جو اس سے وابستہ ہو اس کیلئے امن، جو اس میں داخل ہو اس کیلئے صلح و آشتی، جو اس کی بات کرے اس کیلئے دلیل، جو اس کی مدد لے کر مقابلہ کرے اس کیلئے اسے گواہ قرار دیا ہے اور اس سے کسب ضیا کرنے والے کیلئے نور، سمجھنے بوجھنے اور سوچ بچار کرنے والے کیلئے فہم و دانش، غور کرنے والے کیلئے (روشن) نشانی، ارادہ کرنے والے کیلئے بصیرت، نصیحت قبول کرنے والے کیلئے عبرت، تصدیق کرنے والے کیلئے نجات، بھروسا کرنے والے کیلئے اطمینان، ہر چیز اسے سونپ دینے والے کیلئے راحت اور صبر کرنے والے کیلئے سپر بنایا ہے۔,الحمد لله الذی شرع الاسلام فسهل شرائعه لمن ورده، و اعز اركانه علی من غالبه، فجعله امنا لمن علقه، و سلما لمن دخله، و برهانا لمن تكلم به، و شاهدا لمن خاصم به، و نورا لمن استضاء به، و فهما لمن عقل، و لبا لمن تدبر، و ایة لمن توسم، و تبصرة لمن عزم، و عبرة لمن اتعظ، و نجاة لمن صدق، و ثقة لمن توكل، و راحة لمن فوض، و جنة لمن صبر.,
702,1,104,3.0,2,فَهُوَ اَبْلَجُ الْمَنَاهِجِ، وَاضِحُ الْوَلَاۗئِجِ، مُشْرَفُ الْمَنَارِ، مُشْرِقُ الْجَوَادِّ، مُضِیْٓءُ الْمَصَابِیْحِ، كَرِیْمُ الْمِضْمَارِ، رَفِیْعُ الْغَایَةِ، جَامِعُ الْحَلْبَةِ، مُتَنَافِسُ السُّبْقَةِ، شَرِیْفُ الْفُرْسَانِ. التَّصْدِیْقُ مِنْهَاجُهٗ، وَ الصَّالِحَاتُ مَنَارُهٗ، وَ الْمَوْتُ غَایَتُهٗ، وَ الدُّنْیَا مِضْمَارُهٗ، وَ الْقِیٰمَةُ حَلْبَتُهٗ، وَ الْجَنَّةُ سُبْقَتُهٗ.,وہ تمام سیدھی راہوں میں زیادہ روشن اور تمام عقیدوں میں زیادہ واضح ہے۔ اس کے مینار بلند، راہیں درخشاں اور چراغ روشن ہیں۔ اس کا میدان (عمل) باوقار اور مقصد و غایت بلند ہے۔ اس کے میدان میں تیز رفتار گھوڑوں کا اجتماع ہے۔ اس کی طرف بڑھنا مطلوب و پسندیدہ ہے۔ اس کے شاہسوار عزت والے اور اس کا راستہ (اللہ و رسولؐ کی) تصدیق ہے اور اچھے اعمال (راستے کے) نشانات ہیں۔ دنیا گھوڑ دوڑ کا میدان اور موت پہنچنے کی حد اور قیامت گھوڑوں کے جمع ہونے کی جگہ اور جنت بڑھنے کا انعام ہے۔,فهو ابلج المناهج، واضح الولاۗئج، مشرف المنار، مشرق الجواد، مضیء المصابیح، كریم المضمار، رفیع الغایة، جامع الحلبة، متنافس السبقة، شریف الفرسان. التصدیق منهاجه، و الصالحات مناره، و الموت غایته، و الدنیا مضماره، و القیمة حلبته، و الجنة سبقته.,
703,1,104,4.0,3,[مِنْهَا: فِیْ ذِكْرِ النَّبِیِّ ﷺ],[اسی خطبہ کا یہ جز نبی ﷺ کے متعلق ہے],[منها: فی ذكر النبی ﷺ],
704,1,104,5.0,2,حَتّٰۤی اَوْرٰی قَـبَسًا لِّقَابِسٍ، وَ اَنَارَ عَلَمًا لِّحَابِسٍ، فَهُوَ اَمِیْنُكَ الْمَاْمُوْنُ، وَ شَهِیْدُكَ یَوْمَ الدِّیْنِ، وَ بَعِیْثُكَ نِعْمَةً، وَ رَسُوْلُكَ بِالْحَقِّ رَحْمَةً.,یہاں تک کہ آپؐ نے روشنی ڈھونڈھنے والے کیلئے شعلے بھڑکائے اور (راستہ کھوکر) سواری کے روکنے والے کیلئے نشانات روشن کئے۔ (اے اللہ!) وہ تیرے بھروسے کا امین اور قیامت کے دن تیرا (ٹھہرایا ہوا) گواہ ہے، وہ تیرا نبی مرسل و رسول برحق ہے جو (دنیا کیلئے) نعمت و رحمت ہے۔,حتی اوری قـبسا لقابس، و انار علما لحابس، فهو امینك المامون، و شهیدك یوم الدین، و بعیثك نعمة، و رسولك بالحق رحمة.,
705,1,104,6.0,2,اَللّٰهُمَّ اقْسِمْ لَهٗ مَقْسَمًا مِّنْ عَدْلِكَ، وَ اجْزِهٖ مُضَاعَفَاتِ الْخَیْرِ مِنْ فَضْلِكَ.,(خدایا!) تو انہیں اپنے عدل و انصاف سے ان کا حصہ عطا کر اور اپنے فضل سے انہیں دہرے حسنات اجر میں دے۔,اللهم اقسم له مقسما من عدلك، و اجزه مضاعفات الخیر من فضلك.,
