Category,SubCat,VerseBy,VerseByID,Verse,VerseRef
Akhlaq,112,Hazrat Muhammad Mustafa [s],2,"There are two virtues unexcelled by anything better: faith in Allah, and being of benefit to Allah's servants. And there are two iniquities unsurpassed by anything worse: associating something with Allah, and causing harm to Allah's servants.","Bihar al-Anwar, v. 77, p. 137, no. 2; Mizan ul Hikmah, page No. 271"
Akhlaq,112,Imam Ali ibn Abu Talib [a],3,"There is nothing worse than an evil deed except for its own punishment, and there is nothing better than a good deed except for its own reward.","Nahj al-Balagha, Sermon 114; Mizan ul Hikmah, page No. 271"
Adaab,460,Hazrat Muhammad Mustafa [s],2,"On the occasion of the last Hajj, the Holy Prophet (s.a.w.s.) addressed the Muslims in the precincts of the Masjidul Haraam:","Greater Sins Vol 2, The Twenty-Fifth Greater Sin ,page 166; Al Kafi"
Adaab,460,Imam Ali ibn Abu Talib [a],3,By abandoning patience man converts his halaal sustenance into haraam. Though he does not receive more than what is in his destiny,"Greater Sins Vol 2, The Twenty-Fifth Greater Sin ,page 167; Lailail-Akhbaar"
Aqaed,296,Imam Jafar ibn Muhammad [a],9,"One who does not fulfill the rights of a believer (and does not repay what he owes to him), on the Day of Judgement, Allah will make him stand for five hundred years and blood or sweat will ooze through his body. An announcer from Allah will announce, 'This is the oppressor who had not fulfilled the right of Allah.' Then after being admonished for another forty days it will be ordered for him to be thrown into the fire (those who admonish him will be either believers or prophets).""","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 171; Miratul Oqool page 361"
Akhlaq,251,Imam Jafar ibn Muhammad [a],9,A believer who has something and another believer is in need of it; if the former does not fulfill the need of the needy momin he will not ever taste the food of Paradise nor drink the Raheeq-al-Makhtoom (A drink of Paradise).,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 172; Behaarul Anwaar"
Aqaed,296,Imam Jafar ibn Muhammad [a],9,On the Day of Qiyamat a person will be caught by his hand and the people of Mahshar (Gathering) will be told that anyone who has any claim upon him may secure his right.,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 172; Layali Al Akhbaar"
Holy Qu'ran,296,Allah [swt],1,"On the Day of Qiyamat, this would be the most difficult ordeal to face. Every person will avoid meeting his relatives and friends and will be in constant dread of the demands they may make of him. Perhaps this is the predicament alluded to in the following Quranic ayat:","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 172; (Surah Abasa 80:34-36"
Holy Qu'ran,235,Allah [swt],1,The guilty shall be recognised by their marks.,"Greater Sins Vol 2, The Twenty-SecondGreater Sin ,page 121; Surah Rahman 55:41"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The truest dream can be dreamt at dawn.,Nahj al Fasahah; Tradition No. 2190.
Aqaed,296,Hazrat Muhammad Mustafa [s],2,"The Holy Prophet (s.a.w.s.) asked his followers,","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 173"
Akhlaq,83,Imam Muhammad ibn Ali [a],8,The martyr in Allah's way is absolved of every sin except for the unpaid debt; which has no substitute. Repaying the debt is a must; or the creditor may forgo it. (otherwise even the martyr will be interrogated regarding his debts).,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 175; Wasaelush Shia Chap 4, vol.13, page 83"
Akhlaq,83,Imam Muhammad ibn Ali [a],8,"As soon as the first drop of a martyr's blood is spilled all his sins are forgiven. Except for the unpaid debt, which is not excused. Its forgiveness can be achieved only by repaying (the debt).","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 175; Wasaelush Shia chap.4, Vol.13, page 85"
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,The gravity of all this can be ascertained from the incident when a person from the Ansars departed from this world. He had left behind an unpaid debt of two dinars. The Holy Prophet (s.a.w.s.) refused to pray the namaz-e-Janaza till some of the relatives undertook the responsibility to repay the deceased's debt.,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 175; Wasaelush Shia"
Akhlaq,83,Imam Muhammad ibn Ali [a],8,"Abu Samaniya asked Imam Muhammad al-Baqir (a.s.) regarding this, ""I wish to go and settle down in Mecca or Madinah but I am in debt to some of the people here."" Imam (a.s.) replied:","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 176; Al Kafi vol.5 page 94"
Akhlaq,83,Hazrat Muhammad Mustafa [s],2,A Muslim who inspite of being capable delays the repayment of debt has committed oppression upon all the Muslims,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 176; Wasaelush Shia Vol.13 page 97"
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,May Allah curse the one who closed the door of good actions. And it is the one who is not thankful to the one who has done some good towards him. Consequently the doer of good refrains from doing the same favour towards someone else in the future.,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 177; Behaarul Anwaar, Wasaelush Shia"
Akhlaq,218,Hazrat Muhammad Mustafa [s],2,"One who lends to his believing brother and gives him respite till he is capable of repaying it, the amount that he has lent is considered as Zakat and the Angels pray for him and seek Divine mercy for him till this (amount) is returned.","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 178; Wasaelush Shia Chap.6 Vol.13 page 86"
Akhlaq,218,Hazrat Muhammad Mustafa [s],2,"If one lends to his Muslim brother, it is for his own (good). Every Dirham that he lends will qualify him for a reward equivalent to Mount Ohud (which is in Mecca) and Mount Sinai. And if he is lenient in collecting his debt he shall cross the bridge of Sirat like a stroke of lightning. And if a Muslim brother relates his woes before a person and this person does not lend him any money, the Heaven shall be denied to him on the Day of recompensing good doers","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 178; Wasaelush Shia"
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,"One who takes a loan but does not care to repay it, is a thief.","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 178; Wasaelush Shia chapter of Tejaarat"
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,"There are three kinds of thieves, one who does not pay Zakat, secondly one who does not consider the amount of Meher (dower) payable to the wife as an obligatory debt and one who takes a loan but does not intend to repay it.","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 178; Wasaelush Shia"
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,"If the debtor intends to repay the loan, the Almighty Allah appoints two angels to help him till the loan is repaid. But if he becomes careless of this intention he becomes deprived of Allah's blessings.","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 179; Wasaelush Shia"
Holy Qu'ran,83,Allah [swt],1,The Almighty says in the Holy Quran:,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 179; Surah Baqarah 2:280"
Akhlaq,83,Hazrat Muhammad Mustafa [s],2,Your debtor is not permitted to delay in repaying the loan if he is capable to pay it. In the same way you are not permitted to pressurise him unduly when you know that he is not in a position to repay you immediately.,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 179; Wasaelush Shia"
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,Do not harass your Muslim brother with a demand to the repayment of debt when you know that he is not able to repay it. Because our exalted grandfather the Messenger of Allah (s.a.w.s.) has said that it is not permitted for a Muslim to harass his Muslim brother. And if a creditor gives respite to a loanee he shall become qualified to receive the shade (and protection) of the Almighty on the day when there will be no other shade.,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 179; Wasaelush Shia"
Akhlaq,83,Imam Muhammad ibn Ali [a],8,"There would be some people under the shade of the Arsh on the Day of Qiyamat such that their faces will be bright, their dresses and their chairs shall be glittering. Then an announcer will call: These are the people who did good towards the believers and gave respite to the incapable debtor till the time he could repay the debt.","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 180; Wasaelush Shia"
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,"The trustworthy scholar of the Shias, Shaykh Kulayni (r.a.) has recorded that Imam Ja'far as-Sadiq (a.s.) is reported to have said:","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 180; Wasaelush Shia"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The value of everything lies in what it entails.,Nahj al Fasahah; Tradition No. 2192.
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,Muhammad Bin Bashir came to Imam Ja'far as-Sadiq (a.s.) and told him that he owed a thousand Dinars to Shahab. He requested the Imam to persuade Shahab to respite him till the days of Hajj. So Imam (a.s.) summoned Shahab and said:,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 181"
Akhlaq,83,Imam Jafar ibn Muhammad [a],9,"The most difficult time on the Day of Qiyamat will be when those eligible to receive Khums and Zakat will rise up and besiege the one who has not paid it. They will complain to Allah that this person has not paid the amount due to them from Khums and Zakat. Then Allah will transfer the good deeds of that person and give them to those who were eligible (for Zakat and Khums).""","Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 182"
Akhlaq,83,Hazrat Muhammad Mustafa [s],2,Nothing is more serious after the Greater sins than the fact that a person dies while he is in debt to people and there is nothing to (sell to) repay his debt,"Greater Sins Vol 2, The Twenty-Sixth Greater Sin ,page 183; Mustadrakul Wasael"
Akhlaq,311,Hazrat Muhammad Mustafa [s],2,"""All that man says is not to his benefit, except for enjoining the right, forbidding the wrong and remembering Allah."" He also said: ""Allah Has ordered me that all my talking should be in remembrance of Allah, my silence should be accompanied by thinking and my looking should be accompanied by learning.""","Mishkat ul-Anwar, Section 1 on Faith, Islam & Related Issues, Chapter 15 On Remembrance, Hadees 278"
Akhlaq,311,Imam Ali ibn Abu Talib [a],3,": ""There are three types of talking: remembering Allah; silence; and what leads one to do wrong acts.""","Mishkat ul-Anwar, Section 1 on Faith, Islam & Related Issues, Chapter 15 On Remembrance, Hadees 279"
Akhlaq,311,Imam Jafar ibn Muhammad [a],9,"In Al-Zuhd it is narrated that the members of the Holy Household (a.s) quoted on the authority of Zayd ibn Ali on the authority of his forefathers that Imam Ali (a.s) quoted on the authority of the Prophet (a.s) ""There are three things that are really hard for the people: forgiving the faults of others; accepting that others have more wealth than they do; and remembering Allah often.""","Mishkat ul-Anwar, Section 1 on Faith, Islam & Related Issues, Chapter 15 On Remembrance, Hadees 280"
Akhlaq,311,Imam Ali ibn Abu Talib [a],3,"Ibn Abi Ya'fur narrated that Imam Sadiq (a.s) said ""We are those who possess the Message"" regarding the verse: ""If you realize this not, ask of those who possess the Message."" [The Holy Quran: Nahl 16:43]","Mishkat ul-Anwar, Section 1 on Faith, Islam & Related Issues, Chapter 15 On Remembrance, Hadees 281"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The virtuous does not do dubious deeds.,Nahj al Fasahah; Tradition No. 2194.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The water-carrier of a tribe should drink last.,Nahj al Fasahah; Tradition No. 2195.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"O God! forgive my sins, grant me expansion in my house and give me abundance in sustenance.",Nahj al Fasahah; Tradition No. 1433; Page No. 203
Akhlaq,344,Imam Jafar ibn Muhammad [a],9,": ""Once a group of people started walking behind Ameer al-Momineen (a.s). He asked them who they were. They said that they were his followers. He asked them why they did not have the signs of his followers. They asked him what the signs of the Shiites are. He said: ""Paleness due to shortage of sleep, being slim due to fasting, dried lips due to extensive praying and humbleness.""","Mishkat ul-Anwar, Section 2 On Shiites: Their Signs, and Manners Chapter 1 On Shiite Characteristics, Hadees 282"
Akhlaq,344,Imam Jafar ibn Muhammad [a],9,"""Ali's follower is one who is careful about what he eats and guards his honor, is hard-working, works for his Creator and expects his rewards from Him, and fears His chastisement. When you see such people, they are my followers also.""","Mishkat ul-Anwar, Section 2 On Shiites: Their Signs, and Manners Chapter 1 On Shiite Characteristics, Hadees 283"
Akhlaq,344,Imam Jafar ibn Muhammad [a],9,"""Three acts perfect good deeds: rushing in performing them, hiding them, and not making a big deal out of them. Good deeds are pleasant if done fast. They are important if one does not make a big deal out of them. They are perfect if they are done in secret.""","Mishkat ul-Anwar, Section 2 On Shiites: Their Signs, and Manners Chapter 1 On Shiite Characteristics, Hadees 284"
Akhlaq,344,Imam Jafar ibn Muhammad [a],9,"""There are some servants of Allah on the Earth who struggle to fulfill the needs of other people. They will be saved on the Resurrection Day.""","Mishkat ul-Anwar, Section 2 On Shiites: Their Signs, and Manners Chapter 1 On Shiite Characteristics, Hadees 285"
Akhlaq,344,Imam Jafar ibn Muhammad [a],9,": ""How good it is for an eloquent person to be silent! There are instances of slip of the tongue in talking that might cause one's failure.""","Mishkat ul-Anwar, Section 2 On Shiites: Their Signs, and Manners Chapter 1 On Shiite Characteristics, Hadees 286"
Akhlaq,344,Imam Jafar ibn Muhammad [a],9,"""There are some servants of Allah who are eloquent, wise and knowledgeable but their hearts are filled with the fear of Allah and have stopped talking. They compete with each other in doing good deeds to approach Allah. They do not overestimate their deeds, and do not get pleased with the small amount of good deeds that they perform. Although they are intelligent and good people, they consider themselves to be wicked people.""","Mishkat ul-Anwar, Section 2 On Shiites: Their Signs, and Manners Chapter 1 On Shiite Characteristics, Hadees 287"
Akhlaq,344,Imam Jafar ibn Muhammad [a],9,"""Allah will humiliate anyone who humiliates a believer due to his being poor. He will remain in such a state until he repents."" He also said: ""On the Resurrection Day believers will be proud.""","Mishkat ul-Anwar, Section 2 On Shiites: Their Signs, and Manners Chapter 1 On Shiite Characteristics, Hadees 288"
