Category,VerseBy,Verse,VerseRef,IsDisplayed,SubCategory
Good Temper and Its Good Results ,Imam Sadiq [a] said,"""There are three things that each of which is brought by a person to Allah, He will necessitate Heaven for the one: donation in poverty, a good temper with all people, and justice to one's self.""","Al-Kafi, vol. 2, p. 103",0,
Good Temper and Its Good Results ,The Holy Prophet [s] said,"""The things by which my Ummah can enjoy Heaven most of all are godliness, and a good temper.""","AI-Kafi, vol. 2, p. 100",0,
The Disadvantages of Anger and an Ill Temper ,The Holy Prophet [s] said,"""Anger spoils Faith as much as vinegar spoils honey.""","AI-Kafi, vol. 2, p. 302",0,
The Disadvantages of Anger and an Ill Temper ,Imam Sadiq [a] said,"""Wrath is the key to all vices.""","AI-Kafi, vol. 2, p. 303",0,
The Disadvantages of Anger and an Ill Temper ,Imam Ridha [a] narrated from his father [a] from Imam Amir ul Mu'mineen [a] who said that a man once asked the Prophet [s] to teach him an action to prevent a barrier between him and Paradise.           The Holy Prophet [s] said,"""Do not get angry; do not ask people for things; wish for people whatever you wish for yourself.""","Bihar-ul-Anwar, vol. 75, p. 27",0,
The Disadvantages of Anger and an Ill Temper ,Imam Sadiq [a] said,"""He who restrains his anger, Allah will cover his blemishes.""","AI-Kafi, vol. 2, p. 303",0,
The Disadvantages of Anger and an Ill Temper ,Imam Sadiq [a] said,"""Anger is a destroyer for the heart of a sage; and he who does not have his anger under his control does not have his wisdom under his control, either.""","AI-Kafi, vol. 2, p. 303",0,
Asking for Divine Pardon ,Imam Amir ul Mu'mineen Ali [a] said,"""Perfume yourself with penitence so that the stench of your sins do not disgrace you.""","Bihar-ul-Anwar, vol. 6, p. 22",0,
Asking for Divine Pardon ,Imam Amir ul Mu'mineen Ali [a] taught someone to seek Allah in invocation in brief by saying,"""Praise is (only) Allah's for every blessing; and I ask Him for all goodness; and I take refuge in Allah from all vices; and, I seek Allah's forgiveness for all sins.""","Bihar-ul-Anwar, vol. 94, p. 242",0,
Asking for Divine Pardon ,Imam Baqir [a] said that the Holy Prophet [s] was once asked about the best servants and he replied,"""They are such that: when they do good, they are cheerful about it; when they do wrong, they seek forgiveness; when they are granted (something), they are thankful; when they are involved in a difficulty, they show patience; and when they become angry (with someone), they pardon.""","Khisal by Saduq, p. 317",0,
Asking for Divine Pardon ,Imam Sadiq [a] said,"""When a believing Muslim frequently asks Allah for forgiveness, his record (of deeds) will ascend while it will be glowing.""","Makarim-ul-Akhlaq, p. 313",0,
Congregation Prayer ,The Holy Prophet [s] said,"""Verily, when one of His servants establishes a prayer in congregation and asks Him something which He does not grant, Allah will be ashamed until He fulfils it.""","Bihar-ul-Anwar, vol. 88, p. 4",0,
Congregation Prayer ,"Imam Ali ibn Musa al-Ridha, the eighth Imam, [a] said","""The excellence of the congregational prayer, comparing with solitary prayer, is one rak'at to two thousand rak'ats.""","Bihar-ul-Anwar, vol. 88, p. 4 & Wasa'il-ush Shi'ah, vol. 8, p. 290",0,
Congregation Prayer ,The Holy Prophet [s] said,"""One prayer of a man in congregation is worthier than his forty years of prayers at home (alone).""","Mustadrak-ul-Wasa'il, vol. 6, p. 446",0,
Congregation Prayer ,The Holy Prophet [s] said,"""The rows of my followers in the congregational prayer on the earth are like the rows of angels in the sky; and a rak'at of prayer in congregation is equivalent with twenty-four rak'ats, and every rak'at with Allah, Almighty and Glorious, is more beloved than forty years of worship. Therefore, on the Day of Justice, when Allah gathers all human beings from the beginning to the end for Reckoning, there will be no believer who has attended the congregational prayer but for whom Allah will decrease the grievousness of the Day of Reckoning and after that the one will be told to enter Heaven.","Bihar-uI-Anwar, vol. 88, p. 6",0,
Congregation Prayer ,Once a blind man came to the Holy Prophet [s] and said that there was not anybody to take him to the mosque to attend the congregational prayer with him [s] when he heard the prayer call. Then the Holy Prophet [s] said,"Stretch a thread from your house unto the mosque and attend the congregational prayer.""","At-Tahthib, vol. 3, p. 266",0,
Congregation Prayer ,Imam Baqir [a] said,"""The person who abandons the congregation (of prayer) without having an excuse but only for unwillingness, and in order to avoid attending the folk of Muslims, there will not be (considered) any prayer for him.""","Bihar-ul-Anwar, vol. 88, p. 11",0,
Congregation Prayer ,Imam Ridha [a] said,"""Certainly the congregational prayer has been decreed in order that the pure Faith in Unity, in Islam, and in worshipping Allah be openly revealed and (publicly) manifested, because, thereby and with its apparency the reason of Allah, Almighty and Glorious, will be completed for the totality of people in the East and West (of the world). (Thus, the reality of Islam will be manifested and known and infidelity and paganism before Islam will be like darkness before light which cannot resist and vanishes at last.) Another reason (for decreeing the congregational prayer) is that those who are far from the truth, the hypocrite, and those who take it light but claim Islam, then they may, willy or nilly, treat accordingly and show Islam from them and try to protect (its laws in the society). Again, the congregational prayer causes people to know each other which makes it allowed and possible that some of them bear witness for some others about their Islam, wherein there is the means of facility and association for righteous deeds and godly actions which prevents too much disobedience against Allah, Almighty and Glorious.""","Bihar-ul-Anwar, vol. 88, p. 12",0,
The Noble Quran,The Holy Prophet [s] said,“The one who recites the Qur’an and the one who listens to it have an equal share in the reward.”,"Mustadrakul Wasa’il, Volume 1, Page 293",0,
The Noble Quran,The Holy Prophet [s] said,“The best of those amongst you is the one who learns the Qur’an and then teaches it to others.”,"Al-Amali of Shaykh at-Tusi, Volume 1, Page 5",0,
The Noble Quran,The Holy Prophet [s] said,“Everything in existence prays for the forgiveness of the person who teaches the Qur’an - even the fish in the sea.”,"Usulul Kafi, Volume 3, Page 301",0,
The Noble Quran,The Holy Prophet [s] said,“These hearts rust just as iron rusts; and indeed they are polished through the recitation of the Qur’an.”,Irshadul Qulub; Page 78,0,
The Noble Quran,"In his last testament to Imam Ali [a], the Holy Prophet [s] told him:",“O’ ‘Ali! I advice you to recite the Qur’an in every state (which you may find yourself in).”,"Man La Yahdhuruhul Faqih, Volume 4, Page 188",0,
The Noble Quran,The Holy Prophet [s] said,“Nothing is harder for Satan to bear than a person who recites the Qur’an by looking at the pages (of the Qur’an).”,"Thawabul A’mal, Page 231",0,
The Noble Quran,The Holy Prophet [s] said,"“Brighten up your houses through the recitation of the Qur’an, and do not make them (your homes) like graves, similar to what the Jews and Christians have done (by not performing the prayers and worship of God in their house and limiting this to the Synagogues and Churches).”","Usulul Kafi, Volume 2, Page 610",0,
The Noble Quran,The Holy Prophet [s] said,“One who recites ten verses (ayat) of the Qur’an every night will not be counted amongst the negligent ones (Ghafilin); and one who recites fifty verses (ayat) will be written as those who remember Allah (Dhakirin); and one who recites one hundred verses (ayat) will be written down as the obedient and worshipper of Allah (Qanitin).”,"Thawabul A’mal, Page 232",0,
The Noble Quran,The Holy Prophet [s] said,"“I advise you to recite the Qur’an and remember Allah much, for surely the Qur’an will remember you (do your dhikr) in the Heavens and it will be a Divine Light (nur) for you on the Earth.”","Al-Khisal, Page 525",0,
The Noble Quran,The Holy Prophet [s] said,"“The superiority of the Qur’an over the rest of words, is like the superiority of Allah over His creations.”","Mustadrak al-Wasa’il, Volume 4, Page 237",0,
The Noble Quran,The Holy Prophet [s] said,"“Whoever recites the first four verses of Suratul Baqarah, Ayatul Kursi (verse 255 of Suratul Baqarah) along with the two verses which follow it (verses 256 and 257 up to ‘Wa Hum Fiha Khalidun’), and the last three verses (of this same Surah) will not see any bad or sorrow in his life or his wealth; Satan will not come near him; and he will not forget the Qur’an.”","Thawabul A’mal, Page 234",0,
The Noble Quran,The Holy Prophet [s] said,"“For every thing there is an embellishment (or a decoration), and the embellishment of the Qur’an is a good voice.” ","Biharul Anwar, Volume 92, Page 190",0,
The Noble Quran,The Holy Prophet [s] said,"“Surely this Qur’an is the rope of Allah, and a manifest Light (nur), and a beneficial cure.  Therefore, busy yourselves with the recitation of it, for Allah - The Mighty and Glorious – grants the reward of ten good deeds to you for every letter which is recited.”","Biharul Anwar, Volume 92, Page 19",0,
The Noble Quran,The Holy Prophet [s] said,"“Whenever the waves of calamities encompass you like the dark night, seek refuge with the Qur’an - for it is an intercessor whose intercession will be accepted.  One who takes it as a guide, Allah will lead that person into Heaven; and whoever disregards it or goes against it, will be lead into the Hell fire.”","Fadhlul Qur’an, Page 599",0,
The Noble Quran,The Holy Prophet [s] said,"“Recite the Qur’an in such a way that your hearts develop a love for it and your skin becomes softened by it.  However as soon as your hearts become indifferent to it (meaning that the Qur’an has no effect on you), then stop reciting it.”","Mustadrakul Wasa’il, Volume 4, Page 239",0,
The Noble Quran,The Holy Prophet [s] said,“One who listens to the Qur’an (while it is being recited) will be kept away from the evils of this world; and one who recites the Qur’an will be kept away from the trials of the hereafter.  And the person who listens to even one verse of the book of Allah - this is better (for him) than possessing a mansion of gold.”,"Biharul Anwar, Volume 92, Page 19",0,
The Noble Quran,The Holy Prophet [s] said,"“The number of levels (stages) in Heaven is (equivalent to) the number of verses in the Qur’an (62:36).  Thus, when a reciter of the Qur’an enters into Heaven, it will be said to him:  ‘Go up one level for every verse that you can recite.’  Thus, no one will be in a higher level than the one who has memorized the entire Qur’an.”","Biharul Anwar, Volume 92, Page 22",0,
The Noble Quran,The Holy Prophet [s] said," “If you want ease and success in this world, the death of a martyr, to be saved on the Day of Loss, a shade on the Day of the burning Qiyamat, and guidance on the Day of going astray, then take lessons from the Qur’an.  Surely it is the word of the Merciful, a protection from the Satan, and one of the most weightiest of things for the scale of (good) deeds (on the Day of Judgement).”","Jami’ul Akhbar, Page 78",0,
The Noble Quran,The Holy Prophet [s] said,"“Surely the recitation of the Qur’an is an atonement for the sins, a covering (protection) from the Hell Fire, and a safety from the punishment.  Mercy will descend upon the reciter, the Angels will seek forgiveness for him, Heaven will long for that person, and his Master (Allah) will be pleased with him.”","Biharul Anwar, Volume 93, Page 17",0,
The Noble Quran,The Holy Prophet [s] said,"“The people of the Qur’an (those who recite and those who memorize the Qur’an) will be in the highest level (in Heaven) from amongst all of the people with the exception of the Prophets and Messengers.  Thus, do not seek to degrade the people of the Qur’an, nor take away their rights, for surely they have been given a high rank by Allah.”","Thawabul A’mal, Page 224",0,
The Noble Quran,The Holy Prophet [s] said,"“Place a portion (of goodness) from the Qur’an in your homes, for surely ease will come to the people of that house in which the Qur’an is read, goodness will increase, and the inhabitants (of that house) will be given excess bounties.”","Wasa’ilush Shi’a, Volume 4, Page 85",0,
The Noble Quran,Imam Sadiq [a] said,"“Reciting the Qur’an from the pages of the Qur’an (meaning to look at it and recite it - not from memory) lightens the punishment of one’s mother and father, even if they are both disbelievers.” ","Usulul Kafi, Volume 2, Page 613",0,
The Noble Quran,Imam Sadiq [a] said,"“The Qur’an is the trust of Allah (given) to His creations, therefore it is desirable for every Muslim to look at this trust and to  recite (a minimum of) 50 ayat (verses) of the Qur’an everyday.”","Usulul Kafi, Volume 2, Page 609",0,
The Noble Quran,Imam Sadiq [a] said,"“One who recites the Qur’an will be free from need (of everyone), and thereafter will not be in need of anything.  But as for the one (who does not recite the Qur’an), nothing at all will make him needless (and he will always be in need of others).”","Thawabul A’mal, Page 230",0,
The Noble Quran,Imam Sadiq [a] said,"“It is advisable for the person who is reciting the Qur’an that when he reaches to a verse from the Qur’an in which there is a request for something that he ask Allah for that thing, or when he reaches to a verse of the Qur’an in which there is talk about the punishment, that he ask Allah for protection from the fire of Hell and the punishment.”","Usulul Kafi, Volume 3, Pages 1-3",0,
The Noble Quran,Imam Sadiq [a] said,"“Three things will complain to Allah, The Noble and The Grand, (on the Day of Judgement): A deserted Masjid in which the people of the town did not recite Salat (in it); an ‘Alim who was among the ignorant ones (however the people did not make use of him); and the Qur’an which was not read and was left for dust to collect on it.”","Usulul Kafi, Volume 2, Page 613",0,
The Noble Quran,Imam Sadiq [a] said,"“Allah will reward the person who recites the Qur’an a great deal and makes a promise with it to try and memorize it even though it may entail great difficulty, a double reward.”",Thawabul A’mal Page 227,0,
The Noble Quran,Imam Sadiq [a] said,"“One who protects the Qur’an and acts upon it as well, will be with the noble, devoted Angels on the Day of Judgement.” ","Usulul Kafi, Volume 2, Page 603",0,
The Noble Quran,Imam Sadiq [a] said," “One who recites the Qur’an and is a believing youth, the Qur’an becomes mixed with his flesh and blood, and Allah - The Noble and Great - will place him with the noble, devoted Angels.  In addition, the Qur’an will act as a barrier (between him and the Hell Fire) on the Day of Judgement.” ","Thawabul A’mal, Page 226",0,
The Noble Quran,Imam Sadiq [a] said,"“Surely the Qur’an is not to be read in a rush or very quickly.  Rather, it should be recited in slow, measured portions.  Whenever you reach a verse which talks about Heaven, then stop (at that verse) and ask from Allah (the bounties of) Heaven.  And whenever you reach a verse which speaks about the Hell, then stop (at that verse) and seek protection from Allah from the Hell Fire (and the punishment).”","Usulul Kafi, Volume 3, Page 301",0,
The Noble Quran,Imam Sadiq [a] said,"“I would like to see a Qur’an in every house so that through this, Allah would repel the Satan (from that house.)” ","Fadhhlul Qur’an, Page 669",0,
The Noble Quran,Imam Ridha [a] said,"“Do not disregard the Words of Allah, and do not seek guidance from other than Him, for then (surely) you willgo astray.”","Uyunul Akhbar ar-Ridha, Volume 2, Page 57",0,
The Noble Quran,Imam Amir ul Mu'mineen Ali [a] said,"“The house in which the Qur’an is recited and Allah, The Noble and Grand, is rememberedwill receive numerous Divine blessings (barakah), the Angels will be present, and the Satans will be distanced from there.  In addition, that house will shimmer for the people of the sky, just like the stars shimmer for the people on the Earth.”","Usulul Kafi, Volume 2, Page 610",0,
The Noble Quran,Imam Amir ul Mu'mineen Ali [a] said,"“Learn the Qur’an for it is the best of narrations, and understand it thoroughly for it is the best blossoming of the hearts.  Seek cure with its’ Light for it is the cure of the hearts.  Recite it beautifully for it is the most beneficial of narrations.”","Nahjul Balagha, Sermon 110 (109 in some books)",0,
The Noble Quran,Imam Baqir [a] said,"“One who finishes the recitation of the entire Qur’an in the noble city of  Makkah within the time span of one Jumu’ah (Friday) to another Jumu’ah or more than this (more than one week), but completes the Qur’an on the day of Jumu’ah, Allah will write for that person the reward of good deeds from the first Jumu’ah that one came into the world, until the last Jumu’ah that one will remain alive in it.”",Thawabul A’mal Page 225,0,
The Noble Quran,Imam Amir ul Mu'mineen Ali [a] said,"“Recite the Qur’an and seek assistance from it for surely Allah, the Most High, will not punish one who has memorized the Qur’an (and has it within one’s heart).”","Biharul Anwar, Volume 92, Page 19",0,
The Noble Quran,Imam Amir ul Mu'mineen Ali [a] said,"“A person who recites 100 verses from anywhere in the Qur’an and then says: ‘Ya Allah’ seven times, if he wanted to remove a huge boulder (from the ground), he would be able to do so with the permission of Allah.” ","Thawabul A’mal, Page 233",0,
The Noble Quran,Imam Baqir [a] said,"“Surely the Book of Allah is the most truthful of all narrations, and the best of all stories, and Allah has said: (And when the Qur’an is being recited, then listen to it and remain silent so that perhaps mercy may be shown to you.)” [Suratul A’raf (7), Verse 204]","Usulul Kafi, Volume 3, Page 422",0,
The Noble Quran,Imam Baqir [a] said,"“Anyone who recites the Qur’an while standing in his Salat, Allah will record one hundred good deeds (in that person’s book) for every letter that is recited; and anyone who recites the Qur’an while sitting in his Salat, Allah will record fifty deeds (in that person’s book) for every letter recited; and one who recites it (the Qur’an) in other than his Salat, Allah will record ten good deeds for every letter that one recites.”","Thawabul A’mal, Page 227",0,
The Noble Quran,Imam Ali ibne al-Husain [a] said,"“The verses of the Qur’an are treasures, and every time a treasure is opened up, it is desirable that you look at what is inside it.”","Usulul Kafi, Volume 2, Page 609",0,
About Fatima Al Zahra AS,The Holy Prophet [s] said,"""Verily, God has weaned (fatama in Arabic) my daughter Fatima and her children and those who love them from the Hellfire, and that is why she is named Fatima.""","Kenz Al-Omal, v. 6, p. 219",0,
