ID,Type,ParaNo,ParaFormat,mqar,mqur,status,TypeNo
115,1,,1,,المختصر یہ کہ ہم نے کلام علی ؑ کی خدمت کو عبادت جان کر ایک ایک حرف اور زبر زیر کی تصحیح کیلئے انتہائی دقت اور باریک بینی سے اپنی مقدور بھر کوشش کی ہے۔ دُعا ہے اللہ قبول فرمائے اور کلامِ امامؑ سے فائدہ اٹھانے کی توفیق عطا فرمائے۔ اس تمام سعی و کوشش کے باوجود اگر ہم سے کوئی چیز رہ گئی ہو تو یقیناً قارئین کرام ہمیں اس سے مطلع فرما کر شکریہ کا موقع دیں گے تاکہ آئندہ اشاعت میں اس کی تصحیح کر لی جائے۔,,0
116,1,,1,,ہم صمیم قلب سے شکر گزار ہیں برادر محترم جناب حجۃ الاسلام و المسلمین مولانا سیّد ریاض حسین صفوی صاحب کے جن کی محنت اور راہنمائی سے یہ کلامِ امامؑ اس انداز سے آپ کے سامنے پیش کر سکے۔ پروردگار انہیں صحت و سلامتی اور اس خدمت کو شرف قبولیت عنایت فرمائے۔,,0
117,1,,1,,اسی طرح ہم شکر گزار ہیں ان تمام افراد کے جنہوں نے ایک ایک حرف کو دقت سے دیکھ کر اس انداز سے پیش کرنے میں ہماری معاونت کی۔ اور شکر گزار ہیں جناب مولانا سیّد قلب عباس شاہ کاظمی کے جنہوں نے اپنے والدین کے ایصال ثواب کیلئے، جناب ملک محمد افضل کے اہلخانہ، جناب سیّد جعفر شاہ صاحب، ملک محمد اقبال مرحوم کے خاندان اور جناب ڈاکٹر سیّد علی موسیٰ کے جنہوں نےاس سلسلے میں مالی تعاون سے نوازا۔,,0
118,1,,1,,پروردگار عالم کلام امیر کائناتؑ کے صدقے میں ان حضرات کے مرحومین کی مغفرت فرمائے اور ان کے رزق میں برکت و وسعت فرمائے اور ہماری اس کوشش کو شرفِ قبولیت عطا فرما کر اسے ہماری نجات کا ذریعہ بنائے۔,,0
119,1,,1,,½اٰمِیْن، یَا رَبَّ الْعَالَمِیْنَ¼,,0
120,1,,1,,مقبول حسین علوی,,0
121,1,,1,,مرکز افکار اسلامی پاکستان,,0
124,2,,5,,پیشکش,,0
125,2,,3,,½بِحَضَرَتِ سِیِّدِ الْاَوْلِیَآءِ وَ اِمِامِ الْاَتْقِیَآءِ اَمِیْرِ الْمُؤْمِنِیْنَ علی بن ابی طالب عَلَیْہِ اٰلَافُ التَّحِیَّۃِ وَ الثَّنَآءِ¼,,0
126,2,,4,,تیرے حضور شمع امامت لئے ہوئے,,0
127,2,,4,,قدسی کھڑے ہیں دفتر قدرت لئے ہوئے,,0
128,2,,1,,میرے آقا!,,0
129,2,,1,,جہاں تیرے سامنے ملاءِ اعلیٰ کے رہنے والے عجز و نیاز سے سر بخم ہیں، وہاں مجھ ایسے تہی دامانِ علم کی یہ جرأت و جسارت حیرت انگیز ہے کہ وہ تیرے خوش آب لعل و جواہر کی صورت بگاڑ کر ترے حضور پیش کرے، لیکن اس امید پر کہ کیا بعید ہے کہ تیری نگاہِ لطف و کرم اس ہدیۂ ناچیز کو شرفِ قبولیت بخشے، اسے پیش کرنے کی سعادت حاصل کرتا ہوں۔,,0
136,3,,5,,حرفِ اوّل,,0
137,3,,1,,نہج البلاغہ علوم و معارف کا وہ گراں بہا سرمایہ ہے جس کی اہمیت وعظمت ہر دور میں مسلّم رہی ہے اور ہرعہد کے علماء و ادباء نے اس کی بلند پائگی کا اعتراف کیا ہے۔ یہ صرف ایک ادبی شاہکار ہی نہیں ہے، بلکہ اسلامی تعلیمات کا الہامی صحیفہ، حکمت و اخلاق کا سرچشمہ اور معارفِ ایمان و حقائق تاریخ کا ایک انمول خزانہ ہے، جس کےگوہرِ آبدار علم و ادب کے دامن کو زر نگار بنائے ہوئے ہیں اور اپنی چمک دمک سے جوہرشناسوں کو محوِ حیرت کئے ہوئے ہیں۔ افصح العرب کے آغوش میں پلنے والے اور آب وحی میں دُھلی ہوئی زبان چوس کرپروان چڑھنے والے نے بلاغت کلام کے وہ جوہر دکھائے کہ ہرسمت سے ½ ”فَوْقَ کَلَامِ الْمَخْلُوْقِ وَ تَحْتَ کَلَامِ الْخَالِقِ“¼ کی صدائیں بلند ہونےلگیں۔,,0
138,3,,1,,یہ نثر اس دور کی نثر ہے جب عربوں کی طلاقت وجوش گفتاری صرف نظم تک محدود تھی، ریگزارعرب پر بسترلگا کےآزادی کی فضا میں پربہار زندگی گزارنے والے فرزندان صحرا شعر و نظم اور تخییل و محاکات کےلازوال نقوش تو چھوڑ گئے، مگرجہاں تک نثر کا تعلق ہے، ان کے جیب و دامن میں کوئی ایسا گوہر شاہوار نہ تھا جسے بطورِ تفاخُر پیش کرتے اور اہل عالم کو اپنے مقابلہ میں للکارتے۔ دامن اسلام میں اگرچہ قرآن کریم ایسا عربی نثر کا زندہ جاوید معجزہ موجود ہے مگر وہ اپنے قائل کی عظمت و جلالت اور اعجازی فصاحت و بلاغت کےلحاظ سےانسانی کلام کےمقابلہ میں نہیں لایا جاسکتا اور پیغمبر ﷺ کے اقوال و ارشادات ہیں تو وہ اگرچہ معنوی لحاظ سے وسیع اور ہمہ گیر ہیں، مگر لفظی اعتبار سےاختصار بداماں۔,,0
139,3,,1,,چنانچہ پیغمبراکرم ﷺ کا ارشاد ½”اُوْتِیْتُ جَوَامِعَ الْکَلِمِ“¼ اس کا شاہد ہےکہ آپ کم سےکم لفظوں میں زیادہ سے زیادہ مطالب سمیٹ لیتے تھے اسی لیے آپ کےخطب ومکاتیب مختصر ہوتے تھے۔ رہی خلفاء كي نثر تو اس ميں فطري حسنِ ادا اور طبعي سادگی کے بجائے بناوٹ اور تصنّع کا رنگ جھلکتا ہے اور تاریخ شاہد ہے کہ انہیں مختصر سے مختصر تقریر کیلئے بھی خصوصی تیاری کی ضرورت ہوتی تھی اور اگر کہیں بغیر تیاری کے کھڑے ہو گئے تو دہن میں قفل پڑ گئے، زبان لڑکھڑانے لگی اور منہ سے ایک لفظ نہ نکال سکے۔ اگرچہ ملکی فتوحات کے سلسلہ میں اُن کے ”کار ہائے نمایاں“ نظر آتے ہیں، مگر کسی علمی و ثقافتی مرکز کی سرپرستی یا کسی علمی تحریک میں گام فرسائی کہیں نام کو نظر نہیں آتی۔,,0
140,3,,1,,یہ بابِ مدینۃ العلم ہی کی ذات تھی جس نے علم و حکمت کےبنددروازے کھولے، نطق وفصاحت کے پرچم لہرائے اورعلمی ذوق کو پھرسےزندہ کیا، باوجویکہ آپ کا دور سکون واطمینان سے یکسرخالی تھا اور ہوسِ اقتدار کی فتنہ سامانیوں نے اسے اپنی جولانگاہ بنارکھا تھا اورشورش پسندوں نےخونِ عثمان کو ہوا دے کر آپؑ کو لڑائیوں میں الجھائے رکھنا ہی اپنےمقاصد کےلے ضروری سمجھ لیاتھا،مگران رات دن کی لڑائیوں اور چپقلشوں کے باوجود آپؑ نشر علوم و معارف کےکسی موقع کو ہاتھ سے نہ جانے دیتے تھے۔ کبھی تلواروں کی جھنکار اور خون کی بارش میں علم و حکمت کے رموز بتائے اور کبھی ذہنی الجھاؤ اور افکار کے ہجوم میں ارشادوہدایت کےفرائض انجام دیئے۔ چنانچہ اس مجموعہ کے خطب و مکاتیب میں دو چار خطبوں اور ایک آدھ خط کے علاوہ تمام تحریریں اسی دور کی تخلیق ہیں کہ جب آپؑ ظاہری خلافت پر ایک دن بھی اطمینان و دلجمعی سے نہ بیٹھ سکے تھے۔ یہ بلاغت کے رگ و پے میں سرایت کر جانے کا نتیجہ ہے کہ اس انتشار و پراگندگی خاطر کے باوجود نہ کلام میں انتشار و برہمی پیدا ہوتی ہے، نہ عبارت کے تسلسل و ہم آہنگی میں فرق آنے پاتا ہے اور ہر موقع پر اسلوبِ بیان کی یک رنگی اپنے خصوصی امتیازات کے ساتھ برقرار رہتی ہے۔,,0
141,3,,1,,امیر المومنین(ع)نےعلمی حقائق کوفروغ دینےکےساتھ ساتھ علم ادب کی نشو و نما میں بھی پورا حصہ لیا اورعربی نثرکو نہ صرف حد کمال تک پہنچایا بلکہ فلسفیانہ نظروفکرکوادبی لطافتوں میں سموکرایک نئے طرز تحریرکی داغ بیل ڈالی جس کی اس زمانہ میں کوئی مثال نہیں ملتی۔ عرب تو خیر اس وقت میں منطقیانہ اندازِ استدلال سے روشناس ہی نہ تھے کہ اس دور میں اس کی مثال ڈھونڈی جائے۔ آج بھی جب کہ نثر ترقی کے مدارج طے کر چکی ہے اور ادبی و فنی ارتقاء اپنے نقطۂ کمال کو پہنچ چکا ہے اس کی نظیر نہیں مل سکتی۔ اگر کسی کلام میں معانی و بیان کی مناسبتیں اور تشبیہ و استعارہ کی لطافتیں پائی جاتی ہیں تو وہ حکمت و اخلاق کی تعلیمات سے تہی داماں ہے اور اگر کسی میں حکمت و اخلاق کے جوہر بھرے ہوئے ہیں تو طرزِ ادا کی شگفتگی اور رنگینی غائب ہے۔ فلسفہ و حکمت کے حقائق اور الٰہیات کے دقیق مسائل کو اس طرح بیان کرنا کہ کلام کی بلاغت، بیان کی ندرت اور طرزِ ادا کی لطافت میں کہیں جھول نہ آئے، بہت دشوار ہے، کیونکہ ہر فن کا ایک خاص لب و لہجہ، خاص پیرایہ اور خاص طریقۂ بیان ہوتا ہے اور یہ مانی ہوئی بات ہے کہ علمی مطالب میں نہ بلیغانہ تعبیرات کی گنجائش ہوتی ہے اور نہ ان میں اعلیٰ معیار بلاغت کو باقی رکھا جا سکتا ہے، کیونکہ ٹھوس حقائق کی وادی اور ہے اور بلاغت کا پر بہار چمن اور ہے۔ چنانچہ ابن خلدون کو یہ کہنا پڑا کہ علماء و فقہاء کی تحریروں میں فصاحت و بلاغت کو ڈھونڈنا بیکار ہے، کیونکہ فقہی عبارتیں، کلام و جدل کی تحریریں اور علمی و فنی تعبیریں اسلوب بلاغت سے میل نہیں کھاتیں۔,,0
142,3,,1,,اہل فن کے ذہنوں میں جو مخصوص تعبیرات محفوظ ہوتی ہیں وہ انہی کو دہرانے پر مجبور ہوتے ہیں۔ وہ اگر اپنے بیان میں شعریت لانا بھی چاہیں گے تو ہر پھر کے وہی لفظیں، وہی تعبیریں ہوں گی جو ان کی زبانوں پر چڑھ کر منجھ چکی ہیں۔ چنانچہ ابن خلدون نے لکھا ہے کہ: ابو القاسم ابن رضوان نے ایک دفعہ ابو العباس ابن شعیب کے سامنے شاعر کا یہ شعر پڑھا:,,0
143,3,,6,,لَمْ اَدْرِ حِیْنَ وَقَفْتُ بِالْاِطْلَالِمَا الْفَرْقُ بَیْنَ جَدِیْدِھَا وَ الْبَالِیْ,,0
144,3,,8,,(”میں جب دوست کے کھنڈروں کے پاس ٹھہرا تو نہ جان سکا کہ نئے اور پرانے کھنڈروں میں کیا فرق ہے“)۔,,0
145,3,,1,,تو ابو العباس نے فوراً کہا کہ: یہ کسی فقیہ کا شعر معلوم ہوتا ہے۔ اس نے کہا کہ: یہ مشہور فقیہ ابن النحوی کا شعر ہے، مگر آپ کو اس کا اندازہ کیسے ہوا؟ ابوالعباس نے کہا: اس میں لفظ½ ”مَا الْفَرْقُ“ ¼ببانگ دہل پکار رہی ہے کہ میں کسی فقیہ کی زبان سے نکلی ہوں۔ بھلا اس لفظ کو بلاغت اور اسلوب کلام عرب سے کیا واسطہ اور فقہی زبان کو شعر و سخن کی زبان سے کیا لگاؤ؟!۔,,0
146,3,,1,,لیکن امیر المومنین(ع)کے کلام کی یہ نمایاں خصوصیت ہے کہ اس میں ادب کی سحر انگیزی اور علم وحکمت کی باریک نگاہی دونوں سمٹ کر جمع ہو گئی ہیں اور کسی پہلو میں بھی کمزوری کا شائبہ تک نہیں آنے پاتا۔ حضرت علی ابن ابی طالب(ع)وہ پہلے مفکّرِ اسلام ہیں جنہوں نے خدا وند عالم کی توحید اور اس کے صفات پر عقلی نقطۂ نظر سے بحث کی ہے اور اس سلسلہ میں جو خطبات ارشاد فرمائے ہیں وہ علم الٰہیات میں نقش اوّل بھی ہیں اور حرفِ آخر بھی۔ ان کی بلند نظری و معنی آفرینی کے سامنے حکماء و متکلمین کی ذہنی رسائیاں ٹھٹھک کر رہ جاتی ہیں اور نکتہ رس طبیعتوں کو عجز و نارسائی کا اعتراف کرنا پڑتا ہے۔ بلا شبہ جن لوگوں نے الٰہیاتی مسائل میں علم ودانش کے دریا بہائے ہیں ان کا سر چشمہ آپؑ ہی کے حکیمانہ ارشادات ہیں۔,,0
147,3,,1,,یوں تو مخلوقات کی نیرنگیوں سے خالق کی صنعت آفرینیوں پر استدلال کیا ہی جاتا ہے، لیکن جس طرح امیر المومنین(ع)دنیائے کائنات کی چھوٹی سے چھوٹی اور پست سے پست مخلوق میں نقّاشِ فطرت کی نقش آرائیوں کی تصویر کھینچ کر صانع کے کمالِ صنعت اور اس کی قدرت و حکمت پر دلیل قائم کرتے ہیں، وہ ندرتِ بیانی و اعجازِ کلامی میں اپنا جواب نہیں رکھتی۔ اس موقع پر صرف طاؤس کی خوش خرامی اور اس کے پر و بال کی رنگینی و رعنائی ہی نظروں کو جذب نہیں کرتی، بلکہ چمگادڑ، ٹڈی اور چیونٹی ایسی روندی ہوئی اور ٹھکرائی ہوئی مخلوق کا دامن بھی فطرت کی فیاضیوں سے چھلکتا ہوا نظر آتا ہے۔,,0
