ID,Type,TypeNo,ParaNo,ParaFormat,hawashiflag,hawashi,status
61,1,1,61.0,10,۱۴,سورۂ نازعات،  آیت ۲۵-۲۶۔,
62,1,1,62.0,10,۱۵,سورۂ بقرہ، آیت  ۲۶۱۔,
63,1,1,63.0,10,۱۶,سورۂ بقرہ، آیت ۶۷۔,
64,1,1,64.0,10,۱۷,سورۂ بقرہ، آیت ۷۱۔,
65,1,1,65.0,10,۱۸,سورۂ بقرہ، آیت ۱۰۹۔,
66,1,1,66.0,10,۱۹,سورۂ طہ، آیت ۵۔,
67,1,1,67.0,10,۲۰,سورۂ بقرہ، آیت ۸۳۔,
68,1,1,68.0,10,۲۱,سورۂ آل عمران، آیت ۷۔,
69,1,1,69.0,10,۲۲,سورۂ محمد، آیت ۱۹۔,
70,1,1,70.0,10,۲۳,سورۂ نساء، آیت ۱۵۔,
71,1,1,71.0,10,۲۴,سورۂ بقرہ، آیت ۱۴۴۔,
72,1,1,72.0,10,۲۵,سورۂ جمعہ، آیت ۹۔,
73,1,1,73.0,10,۲۶,سورۂ نور، آیت ۳۰۔,
74,1,1,74.0,10,۲۷,سورۂ نساء، آیت ۹۳۔,
75,1,1,75.0,10,۲۸,سورۂ مزمل، ‍ آیت ۲۰۔,
76,1,2,1.0,1,s۱,’’لوحِ محفوظ‘‘ میں۔,
77,1,2,2.0,1,s۲,اچھے گھر سے مراد ’’مکہ‘‘ اور برے ہمسایوں سے مراد ’’کفار قریش‘‘ ہیں۔,
78,1,2,3.0,1,s۳,’’اہلبیت پیغمبر علیہم السلام کے متعلق فرماتے ہیں کہ: ’’دنیا کی کسی فرد کو ان پر قیاس نہیں کیا جا سکتا اور نہ ان کی بلندی درجات میں کسی کو ان کا ہم پایہ سمجھا جا سکتا ہے‘‘، کیونکہ دنیا ان کے احسانات کی گراں باریوں میں دبی ہوئی ہے اور انہی سے نعمتِ ہدایت پا کر اُخروی نعمتوں کی مستحق ہوئی ہے۔ وہ دین کی اساس و بنیاد اور اس کی زندگی و بقا کا سہارا ہیں۔ وہ علم و یقین کے ایسے محکم ستون ہیں کہ شک و شبہات کے طوفانوں کا دھارا موڑ سکتے ہیں اور افراط و تفریط کی راہوں میں وہ درمیانی راستہ ہیں کہ اگر کوئی غلو و افراط کی حد تک پہنچ جائے یا کوتاہی و تفریط میں پڑ جائے تو وہ جب تک پیچھے ہٹ کر یا آگے بڑھ کر اس جادۂ اعتدال پر نہیں آئے گا، اسلام کی راہ پر آ ہی نہیں سکتا اور انہی میں تمام وہ خصوصیتیں پائی جاتی ہیں جو امامت و قیادت میں ان کے حق کو فائق قرار دیتی ہیں۔ لہٰذا ان کے علاوہ کسی کو اُمت کی سر پرستی و نگہبانی کا حق نہیں پہنچتا۔ چنانچہ پیغمبر ﷺ نے انہی کو اپنا وصی و وارث ٹھہرایا۔,
79,1,2,4.0,1,,وصیت و وراثت کے متعلق شارح معتزلی نے لکھا ہے کہ امیر المومنین علیہ السلام کی وصایت میں تو کوئی شبہ نہیں کیا جا سکتا۔ البتہ وراثت سے نیابت و جانشینی کی وراثت مراد نہیں ہے، بلکہ وراثت علمی مراد ہے۔ اگرچہ فرقہ امامیہ اس سے خلافت و نیابت ہی مراد لیتا ہے۔ اگر بقول ان کے وراثت سے وراثت علمی مراد لی جائے، جب بھی وہ اپنے مقصد میں کامران ہوتے ہوئے نظر نہیں آتے، کیونکہ اس معنی کی رُو سے بھی نیابت پیغمبرؐ   کا حق کسی دوسرے کو نہیں پہنچتا۔ جب کہ یہ امر مسلم ہے کہ خلافت کیلئے سب سے بڑی ضرورت علم کی ہے۔ اس لئے کہ خلیفة الرسولؐ کے اہم ترین فرائض میں سے مقدموں کا فیصلہ کرنا، شریعت کے مسائل حل کرنا، مشکل گتھیوں کو سلجھانا اور شرعی حدود کا اجرا کرنا ہے۔ اگر نائب رسولؐ کے فرائض میں سے ان چیزوں کو الگ کر دیا جائے تو اس کی حیثیت صرف ایک دنیوی حکمران کی رہ جاتی ہے۔ اسے دینی اقتدار کا مرکز نہیں قرار دیا جا سکتا۔ لہٰذا یا تو حکومت کو خلافت سے الگ رکھئے یا جو رسول ﷺ کے علم کا وارث ہو، اسے ہی خلافت کے منصب کا اہل سمجھئے۔,
80,1,2,5.0,1,e۳,ابنِ ابی الحدید کی یہ تشریح اس صورت میں قابلِ لحاظ ہو بھی سکتی تھی، جب یہ فقرہ اکیلا آپؑ کی زبان پر آیا ہوتا، لیکن اس موقعہ کو دیکھتے ہوئے کہ وہ خلافتِ ظاہری کے تسلیم ہونے کے بعد کہا گیا ہے اور پھر اسی کے بعد: ½اِذْ رَجَعَ الْحَقُّ اِلٰٓی اَهْلِهٖ¼ کا فقرہ موجود ہے، ان کی یہ تشریح بالکل بے بنیاد معلوم ہوتی ہے، بلکہ وصایت سے بھی کوئی اور وصیت نہیں، بلکہ وہ نیابت و خلافت ہی کی وصیت مراد معلوم ہوتی ہے اور وراثت بھی نہ وراثت مالی اور نہ وراثت علمی، جس کے بیان کا یہ کوئی موقعہ نہیں، بلکہ حق امامت کی وراثت ہے جو صرف بر بنائے قرابت نہیں، بلکہ بر بنائے اوصافِ کمال ان کیلئے منجانب اللہ ثابت تھی۔,
82,1,3,1.0,1,s۱,یہ خطبہ، ’’خطبہ شقشقیہ‘‘ کے نام سے موسوم اور امیرالمومنین علیہ السلام کے مشہور ترین خطبات میں سے ہے جسے آپؑ نے مقامِ رحبہ میں ارشاد فرمایا۔ ,
83,1,3,2.0,1,,اگرچہ بعض متعصّب و تنگ نظر افراد نے اس کے کلامِ علیؑ ہونے سے انکار کیا ہے اور اسے سیّد رضیؒ کی طرف منسوب کر کے ان کی مسلمہ امانت و دیانت پر حرف رکھا ہے، مگر حقائق پسند علماء نے اس کی صحت سے کبھی انکار نہیں کیا اور نہ انکار کی کوئی وجہ ہو سکتی ہے۔ جب کہ خلافت کے معاملہ میں امیر المومنین علیہ السلام کا اختلاف کوئی ڈھکی چھپی ہوئی چیز نہیں ہے کہ اس قسم کے تعریضات کو بعید سمجھا جائے اور پھر جن واقعات کی طرف اس خطبہ میں اشارات کئے گئے ہیں، تاریخ انہیں اپنے دامن میں محفوظ کئے ہوئے ہے اور بے کم و کاست ایک ایک حرف کی تصدیق اور ایک ایک جملہ کی ہمنوائی کرتی ہے۔ تو جن واقعات کو مؤرّخ کی زبانِ قلم بیان کر سکتی ہے وہی واقعات امیر المومنین علیہ السلام کی نوک زبان پر آ جائیں تو اس سے انکار کی کیا وجہ؟ اور پیغمبر ﷺ کے بعد جن نامساعد حالات سے آپؑ کو دو چار ہونا پڑا، اگر ان کی یاد سے کام و دہن تلخ ہو جائیں تو اس میں حیرت و استعجاب ہی کیا ہے؟ بے شک اس سے بعض شخصیتوں کے وقار کو صدمہ پہنچتا ہے اور ان سے عقیدت و ارادت کو بھی دھچکا لگتا ہے، مگر اس کے کلامِ امیر المومنینؑ ہونے سے انکار کر دینے سے اسے سنبھالا نہیں جا سکتا، جب تک کہ اصل واقعات کا تجزیہ کر کے حقیقت کی نقاب کشائی نہ کی جائے۔ ورنہ محض اس بنا پر کہ اس میں چونکہ بعض افراد کی تنقیص ہے اس کے کلامِ امیرالمومنینؑ ہونے سے انکار کر دینا کوئی وزن نہیں رکھتا، جب کہ اس قسم کے تعریضات دوسرے اُدباء و مؤرّخین نے بھی نقل کئے ہیں۔ چنانچہ عمرو ابنِ بحر جاحظ نے امیر المومنین علیہ السلام کے ایک خطبے کے یہ الفاظ بھی درج کئے ہیں جو خطبہ شقشقیہ کی کسی نکتہ چینی سے وزن میں کم نہیں ہیں:,
84,1,3,3.0,3,,½سَبَقَ الرَّجُلَانِ وَ قَامَ الثَّالِثُ كَالْغُرَابِ، هِمَّتُهٗ بَطْنُهٗ، يَا وَيْحَهٗ! لَوْ قُصَّ جَنَاحَاهُ وَ قُطِعَ رَاْسُهٗ لَكَانَ خَيْرًا لَّهٗ‏.¼,
85,1,3,4.0,4,,وہ دونوں گزر گئے اور تیسرا کوّے کے مانند اٹھ کھڑا ہوا جس کی ہمتیں پیٹ تک محدود تھیں۔ کاش! اس کے دونوں پر کتر دیئے ہوتے اور اس کا سر کاٹ دیا جاتا تو یہ اس کیلئے بہتر ہوتا۔ (کتاب البیان و التبیین، جز اوّل، ص۱۷۰، مطبع علمیہ مصر) لہٰذا یہ خیال کہ یہ سیّد رضیؒ کا گھڑا ہوا ہے، دُور از حقیقت اور عصبیت و جنبہ داری کا نتیجہ ہے۔ اور اگر یہ انکار کسی تحقیق و کاوش کا نتیجہ ہے تو اسے پیش کرنا چاہئے، ورنہ اس قسم کی خوش فہمیوں میں پڑے رہنے سے حقائق اپنا رخ نہیں بدلا کرتے اور نہ ناک بھوں چڑھانے سے قطعی دلائل کا زور دب سکتا ہے۔,
86,1,3,5.0,1,,اب ہم ان علماء محدثین کی شہادتیں پیش کرتے ہیں جنہوں نے اس کے کلامِ امیرالمومنینؑ ہونے کی صراحت کی ہے، تا کہ  اس کی تاریخی اہمیت واضح ہو جائے۔ ان علماء میں کچھ وہ ہیں جن کا دور سیّد رضیؒ سے پیشتر تھا اور کچھ ان کے ہم عصر ہیں اور کچھ وہ ہیں جو ان کے بعد آئے اور اپنے اپنے سلسلہ سند سے اسے روایت کیا ہے:,
87,1,3,6.0,1,,۱۔ ابن ابی الحدید معتزلی تحریر کرتے ہیں کہ:,
88,1,3,7.0,4,,ہم سے ہمارے استاد مصدق ابن شبیب واسطی نے فرمایا کہ: میں نے اس خطبہ کو شیخ ابو محمد عبد اللہ ابن احمد سے کہ جو ’’ابنِ خشاب‘‘ کے نام سے مشہور ہیں پڑھا اور جب اس مقام پر پہنچا کہ (جہاں ابنِ عباسؓ نے اس خطبہ کے نامکمل رہ جانے پر اظہار افسوس کیا ہے) تو ابنِ خشاب نے مجھ سے کہا کہ: اگر میں ابن عباسؓ سے افسوس کے کلمات سنتا تو ان سے ضرور کہتا کہ: کیا آپ کے چچیرے بھائی کے جی میں ابھی کوئی حسرت رہ گئی ہے جو انہوں نے پوری نہ کی ہو۔ انہوں نے تو رسول ﷺ کے علاوہ نہ اَگلوں کو چھوڑا ہے نہ پچھلوں کو۔ جو کہنا چاہتے تھے سب کہہ ڈالا۔ اب افسوس کا ہے کا کہ: وہ اتنا نہ کہہ سکے جتنا کہنا چاہتے تھے۔,
89,1,3,8.0,4,,مصدق کہتے ہیں کہ: ابن خشاب بڑے زندہ دل اور خوش مذاق تھے۔ میں نے کہا: کیا آپ کا بھی یہی خیال ہے کہ یہ گھڑا ہوا ہے تو انہوں نے کہا کہ خدا کی قسم! مجھے تو اس کے کلامِ امیر المومنینؑ ہونے کا اتنا ہی یقین ہے جتنا یہ کہ تم مصدق ابنِ شبیب ہو۔ میں نے کہا کہ: بعض لوگوں کی رائے یہ ہے کہ یہ رضی کا کلام ہے۔ فرمایا کہ: بھلا رضی یا کسی اور میں یہ دم کہاں؟! اور یہ انداز بیان کہاں؟! ہم نے رضی کی تحریریں دیکھی ہیں اور ان کے طرزِ نگارش و اندازِ تحریر سے آگاہ ہیں۔ کہیں بھی ان کا کلام اس کلام سے میل نہیں کھاتا اور میں تو اسے ان کتابوں میں دیکھ چکا ہوں کہ جو سیّد رضیؒ کے پیدا ہونے سے دو سو برس پہلے لکھی ہوئی ہیں اور جانی پہنچانی ہوئی تحریروں میں میری نظر سے گزر چکا ہے کہ جن کے متعلق میں جانتا ہوں کہ وہ کن علماء اور کن اُدباء کی لکھی ہوئی ہیں۔ اس وقت رضی تو کیا، ان کے باپ ابو احمد نقیب بھی پیدا نہ ہوئے تھے۔,
90,1,3,9.0,1,,۲۔ پھر تحریر کرتے ہیں کہ:,
91,1,3,10.0,4,,میں نے اس خطبہ کو اپنے شیخ ابو القاسم بلخی (متوفی ۳۱۷ ھ) کی تصنیفات میں دیکھا ہے۔ یہ مقتدر باللہ ©۱® کے عہدِ حکومت میں بغداد کی جماعت معتزلہ کے امام تھے اور مقتدر کا دور رضی کے پیدا ہونے سے بہت پہلے تھا۔,
92,1,3,11.0,1,,۳۔ پھر تحریر فرماتے ہیں کہ:,
93,1,3,12.0,4,,میں نے اس خطبہ کو ابو جعفر ابنِ قبہ کی کتاب ’’الانصاف‘‘ میں دیکھا ہے۔ یہ ابو القاسم بلخی کے شاگرد اور فرقہ امامیہ کے متکلمین میں سے تھے۔ (شرح ابن ابی الحدید، ج۱، ص۶۹),
94,1,3,13.0,1,,۴۔ ابن میثم بحرانی اپنی شرح میں لکھتے ہیں کہ:,
95,1,3,14.0,4,,میں نے اس خطبہ کا ایک نسخہ ایسا دیکھا ہے جس پر مقتدر باللہ کے وزیر ابو الحسن علی ابن محمد ابن الفرات (متوفی ۳۱۲ھ) کی تحریر تھی۔,
96,1,3,15.0,1,,۵۔ علامہ مجلسی علیہ الرحمہ نے شیخ قطب الدین راوندی کی تصنیف ’’منہاج البراعہ فی شرح نہج البلاغہ‘‘ سے اس سلسلۂ سند کو نقل کیا ہے:,
97,1,3,16.0,3,,½عَنِ الْحَافِظِ اَبِیْ بَكْرِ بْنِ مَرْدَوَيْهِ الْاَصْفَهَانِیِّ، عَنْ سُلَيْمَانَ بْنِ اَحْمَدَ الطَّبَرَانِیِّ، عَنْ اَحْمَدَ بْنِ عَلِیٍّ الْاَبَّارِ، عَنْ اِسْحَاقَ ابْنِ سَعِيْدٍ اَبِیْ سَلَمَةَ الدِّمَشْقِیِّ، عَنْ خُلَيْدِ بْنِ دِعْلِجٍ، عَنْ عَطَآءِ بْنِ اَبِیْ رَبَاحٍ، عَنِ ابْنِ عَبَّاسٍ.¼,
98,1,3,17.0,4,,حافظ ابو بکر ابن مردویہ اصفہانی ©۲® نے سلیمان ابن احمد طبرانی ©۳® سے، اس نے احمد ابنِ علی ابار سے، اس نے اسحاق ابن سعید ابو سلمہ دمشقی سے، اس نے خلید ابن دعلج سے، اس نے عطا ابن ابی رباح سے اور اس نے ابن عباس سے اسے روایت کیا ہے۔ (بحار الانوار،ج۸، ص۱۶۱),
99,1,3,18.0,1,,۶۔ علامہ مجلسیؒ نے اس کے ذیل میں تحریر کیا ہے کہ:,
100,1,3,19.0,4,,یہ خطبہ ابو علی جبائی (متوفی ۳۰۳ھ) کے مصنفات میں بھی ہے۔,
101,1,3,20.0,1,,ث۷۔ علامہ مجلسیؒ نے اسی استناد کے سلسلے میں تحریر کیا ہے:,
102,1,3,21.0,3,,½اِنَّ الْقَاضِیَ عَبْدَ الْجَبَّارِ - الَّذِیْ هُوَ مِنْ مُّتَعِصِّبِی الْمُعْتَزِلَةِ- قَدْ تَصَدّٰى فِیْ كِتَابِ الْمُغْنِیْ لِتَاْوِيْلِ بَعْضِ كَلِمَاتِ الْخُطْبَةِ، وَ مَنَعَ دَلَالَتَهَا عَلَى الطَّعْنِ فِیْ خِلَافَةِ مَنْ تَقَدَّمَ عَلَيْهِ، وَ لَمْ يُنْكِرِ اسْتِنَادَ الْخُطْبَةِ اِلَيْهِ.¼,
